Customer_ID,First_Purchase_Date,Source,Total_Orders,Total_Spend,Last_Order_Date,Category_Most_Purchased
C10410,2025-09-03,Google Shopping,1,153.31,2025-09-03,Electronics
C10411,2025-06-16,Organic,4,713.45,2025-08-23,Home & Garden
C10412,2025-04-27,Email,3,603.48,2025-06-14,Home & Garden
C10413,2025-05-17,Google Shopping,2,390.32,2025-12-09,Accessories
C10414,2025-09-03,Email,1,250.69,2025-09-03,Sports
C10415,2025-02-08,Email,1,240.59,2025-02-08,Sports
C10416,2025-02-03,Google Shopping,1,216.16,2025-02-03,Sports
C10417,2025-02-24,Google Shopping,1,141.25,2025-02-24,Sports
C10418,2025-06-25,Social,1,91.99,2025-06-25,Home & Garden
C10419,2025-06-04,Meta,2,284.47,2025-10-22,Accessories
C10420,2025-06-17,Social,1,127.67,2025-06-17,Accessories
C10421,2025-03-28,Email,1,215.04,2025-03-28,Sports
C10422,2025-04-15,Google Shopping,1,208.57,2025-04-15,Electronics
C10423,2025-03-12,Meta,3,658.65,2025-05-24,Accessories
C10424,2025-02-08,Meta,1,247.18,2025-02-08,Home & Garden
C10425,2025-05-09,Email,3,376.97,2025-09-04,Sports
C10426,2025-03-06,Meta,2,502.24,2025-09-08,Sports
C10427,2025-10-06,Google Shopping,4,744.36,2025-12-14,Electronics
C10428,2025-03-02,Email,1,190.3,2025-03-02,Electronics
C10429,2025-09-07,Google Shopping,1,187.22,2025-09-07,Home & Garden
C10430,2025-04-03,Google Shopping,4,751.72,2025-11-27,Electronics
C10431,2025-11-07,Organic,3,420.41,2025-12-22,Electronics
C10432,2025-05-13,Email,6,989.65,2025-11-02,Electronics
C10433,2025-10-18,Google Shopping,3,486.74,2025-12-15,Sports
C10434,2025-10-15,Email,4,677.94,2025-12-01,Electronics
C10435,2025-01-24,Organic,1,144.76,2025-01-24,Accessories
C10436,2025-02-09,Email,9,2421.38,2025-12-05,Home & Garden
C10437,2025-04-04,Email,7,1766.12,2025-11-03,Electronics
C10438,2025-09-07,Organic,1,186.22,2025-09-07,Electronics
C10439,2025-04-19,Google Shopping,1,221.75,2025-04-19,Electronics
C10440,2025-05-14,Meta,1,237.84,2025-05-14,Accessories
C10441,2025-02-24,Meta,3,743.31,2025-09-10,Accessories
C10442,2025-07-02,Google Shopping,2,370.91,2025-11-17,Electronics
C10443,2025-06-07,Social,2,213.74,2025-09-17,Sports
C10444,2025-01-04,Meta,1,199.38,2025-01-04,Home & Garden
C10445,2025-11-03,Email,4,936.21,2025-11-19,Accessories
C10446,2025-03-27,Google Shopping,3,585.8,2025-06-19,Home & Garden
C10447,2025-05-09,Organic,6,861.93,2025-10-10,Accessories
C10448,2025-11-22,Organic,1,170.84,2025-11-22,Accessories
C10449,2025-05-26,Social,1,119.89,2025-05-26,Electronics
C10450,2025-09-26,Organic,5,853.76,2025-11-16,Sports
C10451,2025-11-16,Email,7,1276.79,2025-12-22,Home & Garden
C10452,2025-02-27,Email,7,1492.28,2025-10-11,Electronics
C10453,2025-01-17,Meta,1,190.41,2025-01-17,Electronics
C10454,2025-02-16,Organic,1,181.39,2025-02-16,Sports
C10455,2025-11-28,Email,7,1653.2,2025-12-25,Electronics
C10456,2025-07-04,Social,1,100.39,2025-07-04,Electronics
C10457,2025-09-07,Google Shopping,2,336.37,2025-11-27,Home & Garden
C10458,2025-11-19,Organic,1,116.96,2025-11-19,Accessories
C10459,2025-07-02,Google Shopping,2,331.07,2025-11-24,Sports
C10460,2025-02-28,Google Shopping,1,182.85,2025-02-28,Electronics
C10461,2025-03-01,Meta,1,121.55,2025-03-01,Home & Garden
C10462,2025-05-18,Google Shopping,4,679.96,2025-06-03,Sports
C10463,2025-07-25,Email,6,1044.52,2025-11-16,Electronics
C10464,2025-07-06,Referral,4,703.04,2025-11-01,Sports
C10465,2025-01-26,Google Shopping,2,343.96,2025-07-20,Accessories
C10466,2025-01-13,Google Shopping,1,177.89,2025-01-13,Electronics
C10467,2025-07-10,Organic,2,351.4,2025-11-02,Accessories
C10468,2025-05-12,Google Shopping,1,164.01,2025-05-12,Home & Garden
C10469,2025-02-07,Meta,1,245.21,2025-02-07,Sports
C10470,2025-01-24,Google Shopping,1,123.19,2025-01-24,Home & Garden
C10471,2025-02-17,Organic,4,738.25,2025-11-03,Accessories
C10472,2025-05-28,Email,7,1334.08,2025-12-24,Electronics
C10473,2025-05-18,Referral,3,508.46,2025-09-24,Electronics
C10474,2025-02-11,Google Shopping,1,212.82,2025-02-11,Electronics
C10475,2025-03-26,Google Shopping,4,689.14,2025-12-12,Home & Garden
C10476,2025-10-21,Organic,6,603.71,2025-12-10,Accessories
C10477,2025-12-16,Organic,1,102.18,2025-12-16,Electronics
C10478,2025-01-25,Organic,3,403.96,2025-07-26,Sports
C10479,2025-06-27,Email,1,207.67,2025-06-27,Home & Garden
C10480,2025-12-01,Organic,1,192.78,2025-12-01,Home & Garden
C10481,2025-03-26,Organic,5,921.08,2025-09-30,Accessories
C10482,2025-12-25,Organic,1,183.31,2025-12-25,Sports
C10483,2025-04-25,Organic,1,137.44,2025-04-25,Sports
C10484,2025-05-05,Meta,2,507.58,2025-06-25,Home & Garden
C10485,2025-02-05,Organic,4,557.49,2025-10-03,Accessories
C10486,2025-07-11,Google Shopping,3,460.29,2025-11-24,Sports
C10487,2025-01-25,Google Shopping,4,723.56,2025-05-11,Electronics
C10488,2025-06-22,Google Shopping,2,457.7,2025-07-15,Electronics
C10489,2025-03-14,Google Shopping,1,137.66,2025-03-14,Accessories
C10490,2025-03-28,Referral,1,126.8,2025-03-28,Electronics
C10491,2025-03-24,Google Shopping,1,188.21,2025-03-24,Accessories
C10492,2025-10-14,Email,9,2062.98,2025-12-12,Accessories
C10493,2025-08-05,Organic,4,670.87,2025-12-20,Home & Garden
C10494,2025-11-05,Meta,1,238.71,2025-11-05,Home & Garden
C10495,2025-04-14,Email,1,242.18,2025-04-14,Electronics
C10496,2025-02-07,Organic,1,175.56,2025-02-07,Sports
C10497,2025-02-18,Google Shopping,1,132.25,2025-02-18,Accessories
C10498,2025-03-17,Google Shopping,1,219.42,2025-03-17,Accessories
C10499,2025-02-06,Email,8,1628.08,2025-07-20,Sports
C10500,2025-02-24,Referral,1,147.8,2025-02-24,Electronics
C10501,2025-04-16,Email,9,1303.43,2025-11-13,Accessories
C10502,2025-07-06,Google Shopping,3,443.08,2025-11-10,Sports
C10503,2025-10-12,Organic,1,163.07,2025-10-12,Accessories
C10504,2025-08-15,Meta,1,193.63,2025-08-15,Accessories
C10505,2025-06-17,Google Shopping,2,372.66,2025-12-20,Electronics
C10506,2025-05-16,Email,1,199.83,2025-05-16,Home & Garden
C10507,2025-03-26,Google Shopping,1,137.55,2025-03-26,Accessories
C10508,2025-08-20,Email,7,1556.47,2025-11-05,Sports
C10509,2025-08-12,Email,6,1135.34,2025-12-27,Home & Garden
C10510,2025-09-01,Google Shopping,1,174.28,2025-09-01,Electronics
C10511,2025-07-11,Meta,4,778.44,2025-11-20,Electronics
C10512,2025-09-16,Social,4,757.87,2025-11-08,Accessories
C10513,2025-03-19,Email,1,257.7,2025-03-19,Home & Garden
C10514,2025-03-06,Google Shopping,1,194.48,2025-03-06,Accessories
C10515,2025-10-20,Google Shopping,2,313.5,2025-11-03,Electronics
C10516,2025-03-03,Referral,3,483.04,2025-10-09,Sports
C10517,2025-04-13,Meta,1,176.36,2025-04-13,Electronics
C10518,2025-06-17,Meta,1,191.96,2025-06-17,Electronics
C10519,2025-02-12,Organic,1,176.43,2025-02-12,Accessories
C10520,2025-10-01,Organic,1,139.56,2025-10-01,Home & Garden
C10521,2025-07-20,Organic,1,179.82,2025-07-20,Home & Garden
C10522,2025-09-08,Email,1,219.15,2025-09-08,Home & Garden
C10523,2025-01-15,Organic,3,364.13,2025-02-07,Sports
C10524,2025-08-14,Email,4,806.95,2025-11-27,Home & Garden
C10525,2025-03-28,Email,6,1430.07,2025-07-03,Accessories
C10526,2025-01-17,Meta,1,207.46,2025-01-17,Electronics
C10527,2025-04-25,Google Shopping,3,539.71,2025-10-01,Home & Garden
C10528,2025-07-28,Meta,2,404.9,2025-11-20,Accessories
C10529,2025-06-25,Referral,3,484.5,2025-10-16,Electronics
C10530,2025-09-11,Referral,4,738.67,2025-11-16,Electronics
C10531,2025-06-18,Email,4,535.14,2025-12-25,Home & Garden
C10532,2025-01-24,Referral,1,220.73,2025-01-24,Home & Garden
C10533,2025-03-22,Email,6,1055.53,2025-05-21,Accessories
C10534,2025-08-24,Google Shopping,1,258.11,2025-08-24,Home & Garden
C10535,2025-02-17,Google Shopping,1,143.99,2025-02-17,Electronics
C10536,2025-03-23,Meta,1,281.8,2025-03-23,Accessories
C10537,2025-06-23,Social,2,251.12,2025-08-20,Electronics
C10538,2025-04-27,Google Shopping,1,138.78,2025-04-27,Accessories
C10539,2025-12-02,Google Shopping,3,565.79,2025-12-02,Sports
C10540,2025-02-15,Email,1,211.21,2025-02-15,Sports
C10541,2025-09-08,Organic,4,655.8,2025-11-25,Accessories
C10542,2025-10-16,Google Shopping,1,184.39,2025-10-16,Home & Garden
C10543,2025-02-21,Organic,1,130.68,2025-02-21,Home & Garden
C10544,2025-02-13,Organic,7,1107.65,2025-06-05,Electronics
C10545,2025-01-10,Email,1,161.1,2025-01-10,Home & Garden
C10546,2025-05-21,Google Shopping,1,123.04,2025-05-21,Electronics
C10547,2025-06-13,Email,9,1135.6,2025-10-14,Electronics
C10548,2025-08-16,Meta,1,244.58,2025-08-16,Electronics
C10549,2025-10-22,Google Shopping,1,145.91,2025-10-22,Accessories
C10550,2025-07-20,Google Shopping,1,206.17,2025-07-20,Home & Garden
C10551,2025-05-09,Google Shopping,1,202.38,2025-05-09,Electronics
C10552,2025-09-01,Email,6,1339.08,2025-11-22,Home & Garden
C10553,2025-02-05,Google Shopping,1,128.75,2025-02-05,Electronics
C10554,2025-02-27,Meta,1,210.34,2025-02-27,Accessories
C10555,2025-12-28,Organic,3,594.86,2025-12-13,Accessories
C10556,2025-04-09,Google Shopping,1,204.18,2025-04-09,Electronics
C10557,2025-02-04,Meta,1,221.03,2025-02-04,Home & Garden
C10558,2025-03-06,Organic,4,683.04,2025-11-01,Electronics
C10559,2025-06-11,Meta,1,209.67,2025-06-11,Home & Garden
C10560,2025-03-02,Organic,1,83.28,2025-03-02,Accessories
C10561,2025-04-26,Meta,1,203.97,2025-04-26,Home & Garden
C10562,2025-03-05,Email,6,1185.79,2025-09-08,Electronics
C10563,2025-01-26,Email,1,237.64,2025-01-26,Electronics
C10564,2025-02-18,Social,1,166.79,2025-02-18,Accessories
C10565,2025-09-09,Email,6,899.34,2025-12-12,Electronics
C10566,2025-08-13,Referral,3,439.59,2025-11-11,Home & Garden
C10567,2025-03-15,Meta,2,434.89,2025-04-06,Accessories
C10568,2025-10-10,Organic,1,159.42,2025-10-10,Electronics
C10569,2025-09-10,Meta,2,331.25,2025-11-17,Accessories
C10570,2025-03-12,Organic,1,166.4,2025-03-12,Sports
C10571,2025-08-27,Google Shopping,2,419.84,2025-11-24,Accessories
C10572,2025-08-23,Google Shopping,2,156.55,2025-11-20,Accessories
C10573,2025-04-18,Email,7,1502.85,2025-12-13,Electronics
C10574,2025-07-18,Organic,1,154.91,2025-07-18,Sports
C10575,2025-12-15,Meta,1,260.43,2025-12-15,Sports
C10576,2025-09-12,Organic,1,156.68,2025-09-12,Sports
C10577,2025-02-07,Google Shopping,1,80.3,2025-02-07,Accessories
C10578,2025-05-21,Google Shopping,1,153.87,2025-05-21,Home & Garden
C10579,2025-09-27,Google Shopping,2,353.07,2025-10-27,Electronics
C10580,2025-07-13,Email,7,1139.5,2025-11-03,Sports
C10581,2025-02-15,Google Shopping,1,191.64,2025-02-15,Electronics
C10582,2025-07-20,Google Shopping,2,411.28,2025-11-21,Sports
C10583,2025-06-25,Social,1,118.87,2025-06-25,Accessories
C10584,2025-03-20,Google Shopping,1,254.48,2025-03-20,Electronics
C10585,2025-01-12,Meta,1,181.42,2025-01-12,Accessories
C10586,2025-05-07,Email,3,730.86,2025-12-28,Sports
C10587,2025-05-23,Google Shopping,1,84.79,2025-05-23,Accessories
C10588,2025-02-20,Meta,1,163.02,2025-02-20,Accessories
C10589,2025-02-27,Referral,1,164.78,2025-02-27,Home & Garden
C10590,2025-04-07,Organic,5,636.85,2025-11-06,Home & Garden
C10591,2025-09-12,Organic,6,759.74,2025-11-07,Home & Garden
C10592,2025-10-05,Meta,1,234.04,2025-10-05,Electronics
C10593,2025-07-18,Meta,1,153.93,2025-07-18,Electronics
C10594,2025-09-19,Referral,4,791.85,2025-12-28,Home & Garden
C10595,2025-11-04,Google Shopping,1,133.19,2025-11-04,Accessories
C10596,2025-02-11,Google Shopping,1,149.89,2025-02-11,Electronics
C10597,2025-03-11,Organic,1,197.9,2025-03-11,Home & Garden
C10598,2025-06-19,Meta,1,290.56,2025-06-19,Electronics
C10599,2025-01-12,Email,6,1104.42,2025-09-10,Electronics
C10600,2025-04-20,Organic,1,128.28,2025-04-20,Accessories
C10601,2025-07-28,Organic,3,591.53,2025-12-18,Sports
C10602,2025-01-05,Google Shopping,1,158.45,2025-01-05,Sports
C10603,2025-04-26,Email,7,1498.36,2025-12-15,Sports
C10604,2025-02-17,Meta,1,229.55,2025-02-17,Accessories
C10605,2025-10-04,Email,9,2270.42,2025-10-31,Home & Garden
C10606,2025-03-19,Google Shopping,3,641.02,2025-05-07,Electronics
C10607,2025-02-03,Social,1,125.02,2025-02-03,Accessories
C10608,2025-09-08,Google Shopping,2,487.5,2025-12-18,Accessories
C10609,2025-04-28,Google Shopping,1,209.3,2025-04-28,Electronics
C10610,2025-07-24,Google Shopping,1,177.62,2025-07-24,Electronics
C10611,2025-04-05,Organic,4,571.13,2025-05-09,Accessories
C10612,2025-10-06,Meta,1,203.35,2025-10-06,Electronics
C10613,2025-06-06,Email,4,576.26,2025-07-16,Home & Garden
C10614,2025-03-07,Google Shopping,3,487.8,2025-09-10,Home & Garden
C10615,2025-09-25,Google Shopping,1,116.56,2025-09-25,Electronics
C10616,2025-11-10,Organic,1,140.46,2025-11-10,Sports
C10617,2025-03-14,Organic,7,1163.94,2025-10-02,Accessories
C10618,2025-03-07,Social,2,289.92,2025-06-15,Accessories
C10619,2025-07-09,Meta,1,292.07,2025-07-09,Accessories
C10620,2025-02-23,Organic,1,183.14,2025-02-23,Electronics
C10621,2025-03-14,Google Shopping,1,191.21,2025-03-14,Electronics
C10622,2025-08-22,Organic,4,712.51,2025-12-27,Accessories
C10623,2025-07-04,Organic,3,458.61,2025-10-13,Accessories
C10624,2025-06-08,Social,1,141.36,2025-06-08,Electronics
C10625,2025-05-10,Google Shopping,1,174.75,2025-05-10,Electronics
C10626,2025-12-24,Email,1,302.08,2025-12-24,Accessories
C10627,2025-10-07,Social,2,287.57,2025-11-19,Electronics
C10628,2025-12-04,Google Shopping,1,130.3,2025-12-04,Electronics
C10629,2025-08-03,Google Shopping,3,467.26,2025-11-24,Electronics
C10630,2025-11-07,Referral,3,484.5,2025-12-23,Home & Garden
C10631,2025-10-13,Organic,7,1102.38,2025-11-21,Electronics
C10632,2025-05-09,Google Shopping,1,104.97,2025-05-09,Electronics
C10633,2025-04-07,Email,6,1070.34,2025-07-23,Electronics
C10634,2025-03-25,Google Shopping,3,587.78,2025-10-09,Electronics
C10635,2025-04-20,Referral,3,583.13,2025-05-27,Electronics
C10636,2025-04-04,Referral,3,424.33,2025-12-25,Accessories
C10637,2025-06-11,Meta,2,411.41,2025-07-10,Sports
C10638,2025-09-17,Organic,4,795.73,2025-11-25,Home & Garden
C10639,2025-03-15,Google Shopping,2,398.37,2025-09-14,Sports
C10640,2025-02-25,Organic,1,178.37,2025-02-25,Accessories
C10641,2025-05-04,Social,1,101.86,2025-05-04,Sports
C10642,2025-11-05,Email,3,707.08,2025-12-06,Home & Garden
C10643,2025-07-21,Organic,4,930.59,2025-11-01,Home & Garden
C10644,2025-01-14,Google Shopping,1,193.07,2025-01-14,Accessories
C10645,2025-07-16,Social,2,352.72,2025-08-05,Sports
C10646,2025-09-09,Organic,2,315.23,2025-11-11,Home & Garden
C10647,2025-05-07,Google Shopping,4,785.08,2025-08-31,Accessories
C10648,2025-06-01,Organic,1,181.22,2025-06-01,Electronics
C10649,2025-09-14,Email,3,633.31,2025-10-10,Home & Garden
C10650,2025-07-23,Organic,1,170.74,2025-07-23,Home & Garden
C10651,2025-01-23,Organic,5,809.78,2025-06-08,Sports
C10652,2025-10-01,Meta,1,218.09,2025-10-01,Electronics
C10653,2025-04-11,Google Shopping,2,274.88,2025-08-19,Electronics
C10654,2025-05-17,Google Shopping,1,150.36,2025-05-17,Electronics
C10655,2025-10-01,Social,1,134.4,2025-10-01,Sports
C10656,2025-05-02,Social,1,107.41,2025-05-02,Accessories
C10657,2025-06-06,Google Shopping,1,157.77,2025-06-06,Electronics
C10658,2025-06-03,Google Shopping,1,177.13,2025-06-03,Accessories
C10659,2025-06-12,Organic,1,161.6,2025-06-12,Home & Garden
C10660,2025-07-01,Meta,1,241.55,2025-07-01,Home & Garden
C10661,2025-10-22,Meta,1,241.83,2025-10-22,Electronics
C10662,2025-06-27,Google Shopping,1,202.64,2025-06-27,Electronics
C10663,2025-06-03,Organic,7,1155.85,2025-08-20,Sports
C10664,2025-03-24,Google Shopping,1,178.65,2025-03-24,Sports
C10665,2025-06-11,Referral,4,570.92,2025-10-12,Electronics
C10666,2025-02-25,Email,7,1595.11,2025-07-11,Electronics
C10667,2025-08-22,Google Shopping,3,307.05,2025-11-08,Accessories
C10668,2025-07-22,Organic,4,756.03,2025-11-20,Electronics
C10669,2025-11-07,Email,5,1003.11,2025-12-03,Accessories
C10670,2025-08-10,Google Shopping,3,555.92,2025-12-19,Electronics
C10671,2025-06-14,Google Shopping,2,379.77,2025-11-28,Electronics
C10672,2025-06-17,Google Shopping,1,155.34,2025-06-17,Accessories
C10673,2025-07-20,Google Shopping,3,521.56,2025-11-07,Electronics
C10674,2025-09-23,Meta,3,439.86,2025-11-18,Accessories
C10675,2025-01-06,Social,1,136.35,2025-01-06,Accessories
C10676,2025-03-02,Organic,2,335.95,2025-07-27,Electronics
C10677,2025-01-12,Organic,3,361.78,2025-04-24,Accessories
C10678,2025-01-24,Email,7,1749.97,2025-07-17,Accessories
C10679,2025-06-22,Meta,2,338.94,2025-08-18,Electronics
C10680,2025-06-11,Google Shopping,1,168.38,2025-06-11,Electronics
C10681,2025-10-15,Meta,1,200.01,2025-10-15,Home & Garden
C10682,2025-06-14,Social,2,195.52,2025-11-17,Home & Garden
C10683,2025-09-16,Organic,4,680.67,2025-12-16,Sports
C10684,2025-05-10,Google Shopping,1,108.74,2025-05-10,Electronics
C10685,2025-03-13,Email,5,1184.74,2025-08-24,Electronics
C10686,2025-06-13,Organic,1,126.82,2025-06-13,Electronics
C10687,2025-02-21,Social,1,158.21,2025-02-21,Electronics
C10688,2025-01-14,Organic,5,682.05,2025-08-02,Electronics
C10689,2025-03-05,Organic,4,541.02,2025-05-31,Accessories
C10690,2025-10-21,Organic,4,704.19,2025-12-12,Home & Garden
C10691,2025-11-18,Meta,1,254.49,2025-11-18,Electronics
C10692,2025-08-07,Google Shopping,1,189.75,2025-08-07,Sports
C10693,2025-01-27,Social,1,164.73,2025-01-27,Accessories
C10694,2025-07-26,Google Shopping,1,132.88,2025-07-26,Home & Garden
C10695,2025-03-23,Meta,1,223.52,2025-03-23,Electronics
C10696,2025-07-02,Social,4,673.74,2025-11-09,Sports
C10697,2025-01-26,Google Shopping,3,761.31,2025-02-19,Sports
C10698,2025-07-07,Organic,1,163.5,2025-07-07,Sports
C10699,2025-05-21,Google Shopping,1,147.85,2025-05-21,Sports
C10700,2025-01-05,Social,1,115.42,2025-01-05,Accessories
C10701,2025-06-17,Email,1,235.92,2025-06-17,Sports
C10702,2025-07-13,Organic,4,543.06,2025-11-28,Accessories
C10703,2025-05-13,Meta,1,187.66,2025-05-13,Sports
C10704,2025-04-01,Email,1,125.98,2025-04-01,Home & Garden
C10705,2025-06-13,Organic,7,1185.64,2025-12-15,Electronics
C10706,2025-08-28,Referral,4,857.96,2025-11-26,Sports
C10707,2025-01-10,Organic,3,512.19,2025-05-01,Accessories
C10708,2025-11-15,Referral,3,598.65,2025-12-12,Home & Garden
C10709,2025-08-17,Google Shopping,1,96.09,2025-08-17,Sports
C10710,2025-10-13,Google Shopping,1,163.93,2025-10-13,Sports
C10711,2025-02-27,Meta,2,377.32,2025-10-18,Electronics
C10712,2025-03-19,Email,1,159.02,2025-03-19,Sports
C10713,2025-02-14,Referral,4,757.2,2025-03-22,Electronics
C10714,2025-02-02,Email,6,1111.93,2025-04-03,Electronics
C10715,2025-02-21,Google Shopping,1,157.36,2025-02-21,Sports
C10716,2025-06-28,Organic,1,155.39,2025-06-28,Home & Garden
C10717,2025-06-03,Google Shopping,1,158.66,2025-06-03,Home & Garden
C10718,2025-07-18,Meta,2,477.27,2025-09-09,Electronics
C10719,2025-06-02,Meta,3,536.95,2025-12-28,Accessories
C10720,2025-07-12,Meta,3,566.76,2025-11-06,Home & Garden
C10721,2025-11-03,Google Shopping,1,130.61,2025-11-03,Electronics
C10722,2025-04-09,Google Shopping,1,216.75,2025-04-09,Home & Garden
C10723,2025-06-20,Email,6,1371.22,2025-11-07,Accessories
C10724,2025-11-22,Email,8,1885.08,2025-12-22,Electronics
C10725,2025-01-14,Google Shopping,1,145.52,2025-01-14,Accessories
C10726,2025-03-24,Organic,1,139.21,2025-03-24,Sports
C10727,2025-04-05,Google Shopping,3,424.07,2025-05-03,Accessories
C10728,2025-08-10,Meta,2,496.43,2025-11-27,Electronics
C10729,2025-01-04,Google Shopping,3,649.25,2025-09-30,Home & Garden
C10730,2025-03-19,Meta,1,209.06,2025-03-19,Home & Garden
C10731,2025-05-01,Email,1,164.25,2025-05-01,Accessories
C10732,2025-06-13,Google Shopping,1,163.29,2025-06-13,Electronics
C10733,2025-11-20,Google Shopping,1,181.92,2025-11-20,Electronics
C10734,2025-04-02,Organic,6,747.11,2025-11-08,Electronics
C10735,2025-04-11,Organic,4,534.28,2025-04-28,Electronics
C10736,2025-02-09,Email,4,784.5,2025-03-06,Electronics
C10737,2025-07-15,Email,7,1508.0,2025-11-29,Home & Garden
C10738,2025-07-01,Google Shopping,1,203.66,2025-07-01,Electronics
C10739,2025-11-16,Organic,5,821.44,2025-12-04,Accessories
C10740,2025-02-21,Organic,1,142.83,2025-02-21,Sports
C10741,2025-06-28,Social,1,107.4,2025-06-28,Sports
C10742,2025-12-06,Email,1,107.06,2025-12-06,Sports
C10743,2025-03-01,Referral,4,866.81,2025-06-27,Electronics
C10744,2025-06-02,Email,8,1270.77,2025-11-28,Electronics
C10745,2025-03-08,Google Shopping,1,111.91,2025-03-08,Home & Garden
C10746,2025-05-11,Organic,6,1315.38,2025-08-19,Sports
C10747,2025-01-26,Organic,3,507.93,2025-05-15,Home & Garden
C10748,2025-07-16,Organic,6,930.11,2025-11-06,Electronics
C10749,2025-07-21,Google Shopping,1,269.52,2025-07-21,Sports
C10750,2025-09-12,Organic,7,1088.43,2025-11-23,Electronics
C10751,2025-02-24,Email,5,1064.66,2025-05-28,Electronics
C10752,2025-01-03,Google Shopping,1,194.6,2025-01-03,Home & Garden
C10753,2025-02-01,Social,1,68.55,2025-02-01,Electronics
C10754,2025-09-23,Referral,3,586.52,2025-12-06,Home & Garden
C10755,2025-07-21,Google Shopping,1,111.39,2025-07-21,Electronics
C10756,2025-03-05,Meta,1,193.11,2025-03-05,Home & Garden
C10757,2025-02-25,Meta,1,217.38,2025-02-25,Home & Garden
C10758,2025-05-28,Google Shopping,1,197.97,2025-05-28,Sports
C10759,2025-05-20,Meta,3,372.39,2025-12-09,Electronics
C10760,2025-10-12,Organic,1,191.32,2025-10-12,Accessories
C10761,2025-02-22,Referral,1,139.36,2025-02-22,Sports
C10762,2025-12-09,Google Shopping,3,341.76,2025-12-28,Sports
C10763,2025-12-27,Organic,4,763.16,2025-12-19,Sports
C10764,2025-08-09,Email,6,1159.96,2025-11-27,Home & Garden
C10765,2025-12-23,Organic,1,157.64,2025-12-23,Electronics
C10766,2025-07-15,Google Shopping,2,279.08,2025-11-25,Sports
C10767,2025-04-27,Meta,1,187.7,2025-04-27,Home & Garden
C10768,2025-04-24,Google Shopping,1,107.84,2025-04-24,Home & Garden
C10769,2025-11-23,Referral,4,967.05,2025-12-16,Electronics
C10770,2025-07-11,Google Shopping,3,504.09,2025-11-03,Electronics
C10771,2025-08-26,Referral,3,529.74,2025-11-19,Sports
C10772,2025-06-04,Google Shopping,2,373.92,2025-06-20,Electronics
C10773,2025-05-06,Google Shopping,1,210.52,2025-05-06,Accessories
C10774,2025-04-04,Google Shopping,1,192.41,2025-04-04,Electronics
C10775,2025-02-24,Organic,5,635.81,2025-11-12,Home & Garden
C10776,2025-04-07,Meta,1,190.13,2025-04-07,Accessories
C10777,2025-12-17,Email,6,929.99,2025-12-08,Sports
C10778,2025-06-11,Meta,1,210.19,2025-06-11,Home & Garden
C10779,2025-03-12,Google Shopping,4,748.34,2025-12-04,Sports
C10780,2025-01-03,Organic,6,834.48,2025-03-17,Accessories
C10781,2025-04-04,Google Shopping,1,171.92,2025-04-04,Sports
C10782,2025-07-14,Google Shopping,3,551.77,2025-12-01,Home & Garden
C10783,2025-05-04,Email,1,234.06,2025-05-04,Accessories
C10784,2025-05-24,Meta,1,178.07,2025-05-24,Electronics
C10785,2025-10-12,Google Shopping,1,170.72,2025-10-12,Electronics
C10786,2025-06-06,Organic,7,1023.73,2025-11-09,Electronics
C10787,2025-02-06,Organic,1,146.79,2025-02-06,Sports
C10788,2025-11-22,Organic,1,154.17,2025-11-22,Electronics
C10789,2025-08-27,Referral,4,722.6,2025-10-04,Home & Garden
C10790,2025-05-07,Google Shopping,1,204.61,2025-05-07,Accessories
C10791,2025-09-08,Organic,7,1264.62,2025-11-05,Accessories
C10792,2025-07-01,Social,1,120.46,2025-07-01,Home & Garden
C10793,2025-05-11,Google Shopping,4,746.75,2025-11-19,Electronics
C10794,2025-03-21,Email,3,668.8,2025-10-23,Home & Garden
C10795,2025-05-28,Meta,1,236.66,2025-05-28,Home & Garden
C10796,2025-01-17,Meta,1,230.15,2025-01-17,Accessories
C10797,2025-06-11,Meta,3,870.33,2025-07-22,Home & Garden
C10798,2025-05-25,Organic,4,755.15,2025-11-01,Accessories
C10799,2025-03-21,Organic,3,366.93,2025-07-24,Home & Garden
C10800,2025-10-21,Organic,1,185.89,2025-10-21,Home & Garden
C10801,2025-04-06,Email,1,234.81,2025-04-06,Electronics
C10802,2025-05-27,Referral,3,634.59,2025-11-17,Electronics
C10803,2025-07-18,Referral,5,925.35,2025-11-02,Electronics
C10804,2025-03-08,Google Shopping,1,189.92,2025-03-08,Accessories
C10805,2025-03-17,Organic,4,669.39,2025-05-06,Electronics
C10806,2025-12-04,Organic,5,998.75,2025-12-26,Accessories
C10807,2025-12-09,Meta,1,187.35,2025-12-09,Electronics
C10808,2025-01-22,Referral,3,338.78,2025-05-25,Accessories
C10809,2025-01-16,Organic,4,901.41,2025-08-13,Electronics
C10810,2025-05-24,Google Shopping,1,108.27,2025-05-24,Accessories
C10811,2025-10-09,Email,8,1808.32,2025-11-27,Accessories
C10812,2025-03-23,Organic,1,147.07,2025-03-23,Home & Garden
C10813,2025-08-09,Google Shopping,1,200.31,2025-08-09,Sports
C10814,2025-09-04,Meta,1,187.35,2025-09-04,Electronics
C10815,2025-11-10,Google Shopping,2,293.48,2025-12-08,Accessories
C10816,2025-05-17,Meta,1,221.87,2025-05-17,Sports
C10817,2025-08-02,Google Shopping,3,627.52,2025-11-15,Home & Garden
C10818,2025-05-19,Meta,1,204.98,2025-05-19,Home & Garden
